"Date","AAPL","AMZN","FB","GOOG","IBM","MSFT","NFLX","NVDA","TSLA","TWTR"
"2020-11-27",116.589996,3195.340088,277.809998,1793.189941,124.349998,215.229996,491.359985,530.293335,585.76001,46.59
"2020-11-30",119.050003,3168.040039,276.970001,1760.73999,123.519997,214.070007,490.700012,535.901672,567.599976,46.509998
"2020-12-01",122.720001,3220.080078,286.549988,1798.099976,123.160004,216.210007,504.579987,535.441772,584.76001,46.669998
"2020-12-02",123.080002,3203.530029,287.519989,1827.949951,124.620003,215.369995,503.380005,541.619995,568.820007,47.23
"2020-12-03",122.940002,3186.72998,281.850006,1826.77002,123.610001,214.240005,497.519989,535.840027,593.380005,47.790001
"2020-12-04",122.25,3162.580078,279.700012,1827.98999,127.199997,214.360001,498.309998,542.330017,599.039978,47.73
"2020-12-07",123.75,3158,285.579987,1819.47998,124.699997,214.289993,515.780029,544.27002,641.76001,47.900002
"2020-12-08",124.379997,3177.290039,283.399994,1818.550049,125.709999,216.009995,512.659973,534,649.880005,47.43
"2020-12-09",121.779999,3104.199951,277.920013,1784.130005,126.790001,211.800003,493.600006,517.22998,604.47998,47.23
"2020-12-10",123.239998,3101.48999,277.119995,1775.329956,124.959999,210.520004,501.089996,518.890015,627.070007,51.209999
"2020-12-11",122.410004,3116.419922,273.549988,1781.77002,124.269997,213.259995,503.220001,520.530029,609.98999,51.439999
"2020-12-14",121.779999,3156.969971,274.190002,1760.060059,123.529999,214.199997,522.419983,532.349976,639.830017,52.02
"2020-12-15",127.879997,3165.120117,275.549988,1767.77002,125.93,214.130005,519.780029,534.419983,633.25,52.82
"2020-12-16",127.809998,3240.959961,275.670013,1763,125.550003,219.279999,524.830017,529.700012,622.77002,54.029999
"2020-12-17",128.699997,3236.080078,274.480011,1747.900024,125.550003,219.419998,532.900024,533.650024,655.900024,54.630001
"2020-12-18",126.660004,3201.649902,276.399994,1731.01001,125.849998,218.589996,534.450012,530.880005,695,55.869999
"2020-12-21",128.229996,3206.179932,272.790009,1739.369995,123.389999,222.589996,528.909973,533.289978,649.859985,54.639999
"2020-12-22",131.880005,3206.52002,267.089996,1723.5,123.610001,223.940002,527.330017,531.130005,640.340027,54.91
"2020-12-23",130.960007,3185.27002,268.109985,1732.380005,123.900002,221.020004,514.47998,520.369995,645.97998,54.299999
"2020-12-24",131.970001,3172.689941,267.399994,1738.849976,124.690002,222.75,513.969971,519.75,661.77002,53.970001
"2020-12-28",136.690002,3283.959961,277,1776.089966,124.82,224.960007,519.119995,516,663.690002,54.43
"2020-12-29",134.869995,3322,276.779999,1758.719971,123.800003,224.149994,530.869995,517.72998,665.98999,54.360001
"2020-12-30",133.720001,3285.850098,271.869995,1739.52002,124.339996,221.679993,524.590027,525.830017,694.780029,54.330002
"2020-12-31",132.690002,3256.929932,273.160004,1751.880005,125.879997,222.419998,540.72998,522.200012,705.669983,54.150002
"2021-01-04",129.410004,3186.629883,268.940002,1728.23999,123.940002,217.690002,522.859985,524.539978,729.77002,54.529999
"2021-01-05",131.009995,3218.51001,270.970001,1740.920044,126.139999,217.899994,520.799988,536.190002,735.109985,53.880001
"2021-01-06",126.599998,3138.379883,263.309998,1735.290039,129.289993,212.25,500.48999,504.579987,755.97998,53.259998
"2021-01-07",130.919998,3162.159912,268.73999,1787.25,128.990005,218.289993,508.890015,533.76001,816.039978,52.330002
